 energy time folder timeStep
77 0.0182077 6160.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
78 0.018116999999999998 6240.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
79 0.0180305 6320.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
80 0.018212400000000004 6400.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
81 0.0181178 6480.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
82 0.0179542 6560.000000000001 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
83 0.0179851 6640.000000000001 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
84 0.0182088 6720.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
85 0.018112200000000002 6800.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
86 0.018209 6880.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
87 0.0179042 6960.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
88 0.018028299999999997 7040.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
89 0.0181595 7120.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
90 0.017934000000000002 7200.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
91 0.017768 7280.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
92 0.017843400000000002 7360.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
93 0.0177616 7440.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
94 0.0179216 7520.000000000001 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
95 0.017693900000000002 7600.000000000001 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
96 0.0177928 7680.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
97 0.0180226 7760.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
98 0.0177419 7840.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
99 0.0180613 7920.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
100 0.0175676 8000.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
101 0.0177106 8080.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
102 0.017339700000000003 8160.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
103 0.0173667 8240.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
104 0.0177709 8320.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
105 0.0179447 8400.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
106 0.018073500000000003 8480.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
107 0.0179613 8560.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
108 0.017832 8640.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
109 0.017978400000000002 8720.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
110 0.0180225 8800.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
111 0.017893400000000004 8880.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
112 0.0178993 8960.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
113 0.018242599999999998 9040.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
114 0.0178067 9120.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
115 0.0181101 9200.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
116 0.0180252 9280.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
117 0.0180718 9360.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
118 0.0181085 9440.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
119 0.018265200000000002 9520.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
120 0.0180399 9600.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
121 0.0179959 9680.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
122 0.0182938 9760.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
123 0.0182202 9840.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
124 0.0182206 9920.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
125 0.018025299999999998 10000.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
126 0.0180252 10080.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
127 0.0177558 10160.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
128 0.0180705 10240.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
129 0.017741 10320.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
130 0.0174204 10400.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
131 0.0177836 10480.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
132 0.017881599999999997 10560.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
133 0.018095 10640.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
134 0.017588 10720.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
135 0.017409400000000002 10800.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
136 0.017364400000000002 10880.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
137 0.0174795 10960.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
138 0.0174362 11040.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
139 0.017808 11120.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
140 0.0176689 11200.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
141 0.0176916 11280.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
142 0.0177351 11360.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
143 0.017840900000000003 11440.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
144 0.0173274 11520.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
145 0.0180822 11600.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
146 0.0179454 11680.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
147 0.0177022 11760.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
148 0.0175478 11840.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
149 0.017911700000000003 11920.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
150 0.0175763 12000.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
151 0.0175894 12080.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
152 0.0176108 12160.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
153 0.0175949 12240.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
154 0.0175474 12320.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
155 0.017103 12400.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
156 0.0175177 12480.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
157 0.0166069 12560.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
158 0.017394 12640.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
159 0.017749400000000002 12720.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
160 0.0176253 12800.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
161 0.018044499999999998 12880.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
162 0.017927099999999998 12960.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
163 0.017308599999999997 13040.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
164 0.017548400000000002 13120.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
165 0.0177764 13200.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
166 0.017949700000000002 13280.000000000002 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
167 0.0181129 13360.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
168 0.0181579 13440.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
169 0.0183 13520.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
170 0.0181579 13600.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
171 0.0177861 13680.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
172 0.0178637 13760.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
173 0.0178208 13840.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
174 0.017289 13920.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
175 0.017143900000000004 14000.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
176 0.0178988 14080.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
177 0.018063 14160.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
178 0.018083000000000002 14240.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
179 0.0181445 14320.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
180 0.0179774 14400.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
181 0.0180623 14480.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
182 0.0179733 14560.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
183 0.017393000000000002 14640.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
184 0.0176713 14720.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
185 0.0171331 14800.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
186 0.0174499 14880.0 /home/luca/network/hpc/fermiImpurity/nR1e-6/aNeg/dmc-unitary/13dce9ac 0.08
